 ==> 0.00201519580503
Kit, Chunyu ==> 0.000330763091505
Hakkani-T&#252;r, Dilek ==> 6.26489604556e-05
Fader, Anthony ==> 5.52692283962e-05
Yilmazel, Ozgur ==> 2.81711965904e-05
Taylor, Lita ==> 2.93220733233e-05
David, Anne ==> 2.00278811405e-05
Gupta, Naman K. ==> 2.76603736676e-05
Guzey, Cemaleddin ==> 2.71519229932e-05
Nakao, Koichi ==> 2.74839543351e-05
Wellner, Benjamin ==> 0.000272057029529
Huettner, Alison K. ==> 4.84929149591e-05
Marko, Kornel ==> 4.16566915637e-05
Paliouras, Georgios ==> 4.91901556173e-05
Soica, Emilia ==> 2.90329268822e-05
Collier, Renk ==> 2.28691497482e-05
Frank, Robert ==> 5.05635541538e-05
Pei, Bingzhen ==> 2.46578426396e-05
Johnson, Helen L. ==> 2.90203911301e-05
Rosenschein, Stanley J. ==> 7.14897413362e-05
Kim, Hiongun ==> 5.05193858367e-05
Sta, Jean-David ==> 3.04557352074e-05
Feldhaus, Anke ==> 1.97984652769e-05
Hewitt, Jill ==> 1.77698195744e-05
Ji, Paul D. ==> 2.90033215211e-05
Mulloni, Andrea ==> 1.96464819014e-05
Vechtomova, Olga ==> 1.79305051344e-05
Drozdzynski, Witold ==> 1.89070265291e-05
Lendvai, Piroska ==> 4.17616354223e-05
Bekki, Daisuke ==> 2.0454997688e-05
Ranta, Aarne ==> 6.40675819264e-05
Isabelle, Pierre ==> 0.000281502424674
Petruck, Miriam R. L. ==> 3.24600152648e-05
Banea, Carmen ==> 0.000146017347052
Hogan, Christopher ==> 3.57491155288e-05
Chen, Cheng-Der ==> 3.56718273543e-05
Suderman, Keith ==> 5.99083584829e-05
Søgaard, Anders ==> 2.99481763111e-05
Alsamara, Khalid ==> 3.40684068308e-05
Nastase, Vivi ==> 0.000239324691677
Garnier, Sandrine ==> 2.22497756955e-05
Van Den Bosch, Antal ==> 0.000514697384302
Kato, Naoto ==> 5.78523547188e-05
Chotimongkol, Ananlada ==> 8.83559738748e-05
Al-Basoumy, Husein ==> 1.61905935749e-05
Kok, Dani&#235;l de ==> 1.82335447325e-05
Xu, Peng ==> 0.000194582165674
Allport, David ==> 2.72681543858e-05
Zapirain, Beñat ==> 4.1347137913e-05
Gillenwater, Jennifer ==> 6.15298231136e-05
Varile, Giovanni Battista ==> 0.00014439801883
Mahani, Sharifah Aljunied ==> 2.14302902212e-05
Morrill, Glyn ==> 8.51980492436e-05
Labaka, G. ==> 1.65193609346e-05
Theodorakos, Aris ==> 2.33613369873e-05
Das, Rajib ==> 2.2006005746e-05
Garay-Vitoria, Nestor ==> 3.75663834211e-05
Viegas, Evelyne ==> 0.000182614329568
De Paiva Alves, Eduardo ==> 2.48227253781e-05
Rieder, Sibylle ==> 7.20457505032e-05
Hasida, Koiti ==> 0.000161690554292
Reeves, Ruth ==> 0.000138604582011
Cer, Daniel ==> 0.000124209357815
Fournier, Rachel ==> 2.80698187269e-05
Zuraw, Kie ==> 0.000100260677762
Sima'an, Khalil ==> 0.000284345819398
Rodd, Jennifer ==> 0.000100260677762
Cha, Jeongwon ==> 0.000118656063054
Steimanno, Friedrich ==> 1.95863094713e-05
Goh, Chooi Ling ==> 0.00010441680995
Ivanov, Alexei V. ==> 2.24989887409e-05
Cao, Zhenfu ==> 1.68978458303e-05
Gimenez, Jesus ==> 0.00020420513002
Hong, Munpyo ==> 1.85038312687e-05
Krishna, Gopala ==> 2.64629627386e-05
Moore, Robert C. ==> 0.0017699947293
Cross, Marilyn ==> 4.11193354172e-05
Song, Young Chol ==> 1.83695581187e-05
Muller, Christoph ==> 0.000228439869657
Sroison, Phunthara ==> 1.60229709489e-05
Tsuruoka, Yoshimasa ==> 0.000699587728324
Lopez Garcia, Vanessa ==> 2.01971423155e-05
Dean, Jeffrey ==> 0.000122756020121
Shei, Wen-Chi ==> 2.77229664859e-05
Schwenk, Holger ==> 0.000260663618196
Pretorius, Laurette ==> 3.70122644022e-05
Fulford, Heather ==> 1.77308423402e-05
Lund, Bruce A. ==> 0.000104309325131
Hulden, Mans ==> 3.70644595912e-05
Van Der Linden, Erik-Jan ==> 9.27323057855e-05
Oberlander, Jon ==> 0.000370748389949
Tanaka, Yasuhito ==> 2.14345265537e-05
Hartholt, Arno ==> 1.84595004997e-05
Reeder, Florence M. ==> 7.93805328487e-05
Ahlsen, Elisabeth ==> 4.28223486676e-05
Xiang, Bing ==> 0.000122152467636
Sibanda, Tawanda ==> 5.35263080299e-05
Hashimoto, Taiichi ==> 5.09616996179e-05
Evans, David Kirk ==> 5.71965657e-05
Scha, Remko J. H. ==> 0.000203987592624
Yu, Dianhai ==> 5.81397792353e-05
Rappoport, Ari ==> 0.000864239885903
Wentland, Wolodja ==> 4.66893241358e-05
Kim, Jung-Jae ==> 6.25942210759e-05
Bodrumlu, Tugba ==> 5.1404239212e-05
Amsili, Pascal ==> 2.10441439992e-05
Youd, Nick J. ==> 6.91035782929e-05
Joho, Hideo ==> 2.54074487879e-05
Garnier-Rizet, Martine ==> 1.61183603298e-05
Klett, Eva ==> 3.02523141915e-05
Strassel, Stephanie ==> 2.60062172919e-05
Starner, Thad ==> 2.66035795543e-05
Radzinski, Daniel ==> 2.9306188273e-05
Bender, Oliver ==> 0.000189026156824
Nakatsu, Crystal ==> 4.4054196733e-05
Arens, Robert ==> 3.83327396707e-05
San-Segundo, Ruben ==> 4.37934400928e-05
Kulkarni, Anagha ==> 6.148086603e-05
Robin, Jacques ==> 0.000121247263026
Mowatt, David ==> 2.22655117965e-05
Hagert, Goran ==> 2.22185612099e-05
Thamvijit, Dussadee ==> 1.61905935749e-05
Maruyama, Katsuteru ==> 2.65018490453e-05
Hiyakumoto, Laurie ==> 1.91571809841e-05
Tesprasit, Virongrong ==> 1.72609278308e-05
Sch&#252;tze, Hinrich ==> 9.0141789186e-05
Rosner, Mike A. ==> 2.53482996771e-05
Siroux, Jacques ==> 2.54065822079e-05
Goto, Isao ==> 2.96703314674e-05
Kronfeld, Amichai ==> 6.09853687669e-05
Mendes, Sara ==> 3.51037275548e-05
Stock, Roberta ==> 2.20896856735e-05
Groscot, H. ==> 2.86698664831e-05
Dwehus, Dagmar ==> 2.81010835212e-05
Post, Matt ==> 2.22760214551e-05
Feng, Zhe ==> 4.60810937526e-05
Kannan, Ravi ==> 3.18769049512e-05
Granville, Robert Alan ==> 3.1050173518e-05
Shaked, Varda ==> 9.97113411768e-05
Jyh, Paul Wu Horng ==> 3.29914364172e-05
MoszczyÅ„ski, RadosÅ‚aw ==> 2.50979040951e-05
Nirenburg, Sergei ==> 0.000783331451698
Goto, Jun ==> 2.1740399644e-05
Lita, Lucian Vlad ==> 0.000181011734138
Li, Shasha ==> 3.10786900643e-05
Jin, Wanying ==> 4.21069842558e-05
Zhang, Xian ==> 4.27762285572e-05
Whitehouse, Kamin ==> 4.95577536007e-05
Tokuhisa, Masato ==> 2.29007304435e-05
Kuebler, Sandra ==> 2.65386187886e-05
Diewald, Nils ==> 4.7213633765e-05
Channarukul, Songsak ==> 3.51863514931e-05
Critz, James T. ==> 1.72302168792e-05
Nogami, Hiroyasu ==> 3.19723227432e-05
Do, Quang ==> 4.25835829684e-05
Kato, Naoki ==> 4.36714500415e-05
Eskin, Eleazar ==> 0.00010781422252
Morante, Roser ==> 0.000226408578046
Konrad, Karsten ==> 1.74102685461e-05
Yamaji, Yusuke ==> 2.00610868336e-05
Cohen, William W. ==> 0.000208489937647
Sharples, Nigel ==> 4.53507011702e-05
Ferrara, Kathleen ==> 4.53632938397e-05
Sugg, Sonia L. ==> 1.7610643294e-05
Lamjiri, Abolfazl ==> 3.06553864287e-05
Jensen, Karen ==> 0.000251371030645
Mikami, Yoshiki ==> 3.37939816269e-05
Imamura, Makoto ==> 2.03710105689e-05
Hasegawa-Johnson, Mark ==> 2.87929110529e-05
Federmann, Christian ==> 0.000135313344336
Hunze, Rudolf ==> 3.48897113005e-05
Jain, Alpa ==> 6.43524653672e-05
De Salvo Braz, Rodrigo ==> 5.2482024496e-05
Kron, Elisabeth ==> 8.05047841961e-05
Rhodes, Katherine ==> 2.55845665573e-05
Mitkov, Ruslan ==> 0.000401793937697
Maks, Isa ==> 2.33103844679e-05
Lewy, Nicolas ==> 2.45563233341e-05
Scholtz, Jean ==> 1.63703709972e-05
Issar, Sunil ==> 0.000108703998876
Gregory, D. ==> 2.93197930961e-05
Lu, Zhimao ==> 4.49887256034e-05
Kozareva, Zornitsa ==> 0.000215645715809
Chen, Huey-Chyun ==> 2.50631556239e-05
Chodorow, Martin S. ==> 0.000731177011721
Kim, Kyoung-Young ==> 5.43748187262e-05
K&#252;bler, Sandra ==> 3.02523141915e-05
Izquierdo, Rub&#233;n ==> 6.77732539099e-05
Brew, Chris ==> 0.000478087091938
Guegan, Marie ==> 2.02294733306e-05
Parinee, Muangyunnan ==> 3.84525436025e-05
Libbus, Bisharah ==> 2.29798892725e-05
Yongyuth, Panita ==> 1.61905935749e-05
McEntire, Robin ==> 2.4344482715e-05
Tanaka, Hidehiko ==> 6.47124677156e-05
Regneri, Michaela ==> 4.83995965592e-05
Van Berkelt, Brigitte ==> 4.65015696052e-05
Dimitriadis, Alexis ==> 2.28475957963e-05
Gawron, Jean Mark ==> 0.000533605361171
Fawcett, Robin P. ==> 3.51853372391e-05
Schneider, Gerold ==> 0.000201356540813
Betz, Jonathan ==> 4.47471397872e-05
Ilgen, Marc R. ==> 2.0100104845e-05
Wallis, Michael ==> 4.47332425537e-05
Whittaker, Edward W. D. ==> 5.53009506162e-05
Riley, Michael D. ==> 0.000115693333849
Marc, Daniel ==> 3.29140200534e-05
Foster, George ==> 0.000599533938234
Hunter, Lawrence ==> 0.000228237735693
Plainfosse, Agnes ==> 3.51939791725e-05
Romary, Laurent ==> 0.00026514124269
Lyding, Verena ==> 2.74064510369e-05
Olivier, Patrick ==> 2.18616827787e-05
Kirchmann, Heinz ==> 2.74969905599e-05
Hukari, Thomas E. ==> 2.70751906715e-05
Liu, Xiaohua ==> 0.000111541148839
Beckman, Mary E. ==> 2.12648430083e-05
Eguchi, Koji ==> 3.52258529583e-05
Borys, Sarah ==> 4.5760194705e-05
Lerman, Kevin ==> 0.000156071534447
Vandekerckhove, Bram ==> 2.94998538969e-05
Price, Charlotte ==> 3.00872028849e-05
Al-Onaizan, Yaser ==> 0.000344609628959
Badran, Ahmed ==> 3.20859676104e-05
Zarri, Gian Piero ==> 1.7789187903e-05
Chen, Berlin ==> 2.45269527031e-05
Solan, Zach ==> 2.68828680895e-05
De Pauw, Guy ==> 3.42936124649e-05
Bork, Peer ==> 4.01437670047e-05
Thyme-Gobbel, Ann ==> 4.07108731063e-05
Kato, Yoshihide ==> 3.27782121266e-05
Takahashi, Tetsuro ==> 7.75505137889e-05
Nicholson, Jeremy ==> 7.40154390103e-05
Li, Yiping ==> 1.96640787282e-05
Karra, Vassia ==> 2.03610749082e-05
Durgar El-Kahlout, Ilknur ==> 8.6704091682e-05
Yoshida, Sho ==> 9.92075666663e-05
Chu, David ==> 4.12478000545e-05
Pauls, Adam ==> 0.000188000550619
Lee, Seung-Wook ==> 3.35192850647e-05
Dong, Yuan ==> 5.92626334323e-05
Emami, Ahmad ==> 4.44586872079e-05
Svore, Krysta ==> 2.96725970057e-05
Gilardoni, Luca ==> 5.55331329579e-05
Komatani, Kazunori ==> 0.000167440321836
Ilarraza, A. Diaz de ==> 1.65193609346e-05
Fletcher, Ian ==> 2.46179338261e-05
Polzin, T. ==> 3.81818383214e-05
Popovi&#263;, Maja ==> 3.48650758109e-05
Uchiyama, Kiyoko ==> 1.7484758082e-05
Zhang, Yan ==> 2.76566177462e-05
Richter, Frank ==> 2.75776584508e-05
Coppola, Bonaventura ==> 0.000267373926658
Park, Jong C. ==> 0.000129881134299
Church, Kenneth Ward ==> 0.00349257254252
Khaltar, Badam-Osor ==> 3.24417811681e-05
Winter-Thielen, Jutta ==> 2.82521460111e-05
Kano, Yoshinobu ==> 4.2718111361e-05
Moller, Sebastian ==> 3.06867706341e-05
Baron, Don ==> 3.52090809668e-05
Attia, Mohammed ==> 6.69181186743e-05
Cammisa, Marco ==> 4.46362843733e-05
Prendinger, Helmut ==> 4.16804188004e-05
Ogawa, Yasuhiro ==> 4.80748465252e-05
Mittrapiyanuruk, Pradit ==> 1.96539172524e-05
Hasegawa, Takaaki ==> 9.49258488329e-05
Clarke, Charles L. A. ==> 8.70023426552e-05
Vicedo, Jos&eacute ==> 7.54294483532e-05
Daland, Robert ==> 2.26070706644e-05
Osborne, Miles ==> 0.00124863876685
Lee, Gary Geunbae ==> 0.000437580081914
Tait, John Irving ==> 2.41256610351e-05
Sekiguchi, Youichi ==> 1.66570072888e-05
Zabludowski, Margalit ==> 5.02945965297e-05
Christoudias, C. Mario ==> 2.984530183e-05
Shirai, Katsuhiko ==> 2.37860194783e-05
Abascal, Julio G. ==> 3.75663834211e-05
Daz, David ==> 3.9025261092e-05
Inui, Kentaro ==> 0.00055848416659
Lyon, Richard F. ==> 1.80673291402e-05
Reiter, Ehud ==> 0.000771314486188
Oates, Tim ==> 1.71622691316e-05
Novak, Hans-Joachim ==> 2.82901525774e-05
Blaheta, Don ==> 0.000102693942205
Ranaivo-Malancon, Bali ==> 1.6167550754e-05
Kupsc, Anna ==> 3.6009418512e-05
Huang, Jin ==> 4.1431549575e-05
Keim, Greg A. ==> 3.0955705169e-05
Matos, David Martins de ==> 2.80373084635e-05
F&#252;rstenau, Hagen ==> 7.94837019745e-05
Lu, Wei ==> 6.11247864263e-05
Evert, Stefan ==> 8.38503958151e-05
Clark, Herbert H. ==> 7.74071174984e-05
Genereux, Michel ==> 3.91347030669e-05
Lin, Chi-San Althon ==> 6.73816153e-05
Nishiokayama, Shigeyuki ==> 2.72770628789e-05
Pennington, Christopher A. ==> 1.96987289933e-05
Davulcu, Hasan ==> 2.36388016713e-05
Ferrari, Stephane ==> 2.02339828759e-05
Egan, Melissa ==> 3.21219197954e-05
Menezo, Jacques ==> 4.97466362296e-05
Yang, Zooil ==> 3.90056467583e-05
Voorhees, Ellen M. ==> 0.00023806228195
Shimazu, Akira ==> 0.000280814043257
Cochard, Jean-Luc ==> 3.19735109285e-05
Vauthey, Barbara ==> 5.11986254402e-05
Wang, Xinhao ==> 6.67582972596e-05
Schmauks, Dagmar ==> 8.4233027633e-05
Hatvani, Csaba ==> 3.27737461554e-05
Rounds, William C. ==> 8.23980194106e-05
Cartier, Emmanuel ==> 1.83036100804e-05
Giménez, Jesús ==> 0.000125256474524
Yeh, Jui-Feng ==> 5.74209005815e-05
Kim, Seonho ==> 0.000137352762017
Torres, M. Ines ==> 4.26355465846e-05
Mareuil, Philippe Boula de ==> 1.62533944842e-05
Li, Xinxin ==> 1.84960748652e-05
Stibler, Kathleen ==> 4.31513533489e-05
Tsai, Wang-Ju ==> 4.81781920969e-05
Morency, Louis-Philippe ==> 3.55003225025e-05
Loos, Berenike ==> 0.000135664817068
Ball, Julian ==> 2.31482932419e-05
Koike, Chimato ==> 3.85612568207e-05
Hirohata, Kenji ==> 3.46670389526e-05
Mulkar, Rutu ==> 5.66940714896e-05
Kumaran, A. ==> 5.02553907513e-05
Mirroshandel, Ghassem ==> 2.09115902353e-05
Fiscus, Jonathan G. ==> 0.000309116833153
Arregi, Olatz ==> 3.29894695664e-05
Tlir, Gokhan ==> 5.63271603798e-05
Reiter, Nils ==> 3.69267160995e-05
Passarotti, Marco ==> 3.81609642676e-05
Ferrari, Giacomo ==> 6.07353015974e-05
Barbu, Eduard ==> 6.53214930894e-05
Creutz, Mathias ==> 0.000217077071763
Gibert, Karina ==> 2.11115962452e-05
Zhang, Kevin ==> 4.19713525626e-05
Prins, Robbert ==> 1.90229093458e-05
Reimann, Dorothee ==> 1.70247824561e-05
Lin, Jimmy ==> 0.000440433981293
Crego, Josep ==> 4.50676498278e-05
Hara, Masami ==> 2.07194241665e-05
Fang, Hui ==> 2.88230395882e-05
Backofen, Rolf ==> 0.000122489243252
Braun, Gunter ==> 1.79660368983e-05
Manning, Brian ==> 3.27664871595e-05
Blin, Laurent ==> 2.11506155145e-05
Roberti, Pierluigi ==> 2.24989887409e-05
Vergne, Jacques ==> 3.53092713203e-05
Smith, Tony C. ==> 6.82818242698e-05
Kolachina, Sudheer ==> 4.80324709003e-05
Schank, Roger C. ==> 8.36212856292e-05
Matthiessen, Christian M. I. M. ==> 7.95788583825e-05
Pervouchine, Vladimir ==> 5.62295670808e-05
Churcher, Gavin E. ==> 1.92217771879e-05
Wu, Zhibiao ==> 9.44049136665e-05
Fletcher, William H. ==> 2.38023144404e-05
Bordag, Stefan ==> 3.60667425086e-05
Kageura, Kyo ==> 0.000172441208112
Doi, Norihisa ==> 2.80863826023e-05
Paul, Patrick ==> 4.93081943701e-05
Bach, Nguyen ==> 0.000139672171106
Artiles, Javier ==> 0.00015502146549
Brown, Gretchen P. ==> 3.19936766664e-05
Gerstenberger, Ciprian ==> 5.66680782253e-05
Yang, Shiquan ==> 4.38686117348e-05
Brennan, Susan E. ==> 0.000292816281712
Wu, Xianchao ==> 5.28941898047e-05
Maguire, Peter ==> 2.46179338261e-05
Eagle, Nathan ==> 4.6096052097e-05
Riggle, Jason ==> 1.67543181214e-05
Yang, Gijoo ==> 4.36529955948e-05
Luckhardt, Heinz-Dirk ==> 4.75072039642e-05
Huiming, Duan ==> 1.99983532842e-05
Dahl, Veronica ==> 8.69851132613e-05
Chen, Dongdong ==> 5.13993015791e-05
Sagi, Jacob S. ==> 3.31422135933e-05
Gungordu, Zelal ==> 2.09205137559e-05
Ramos-Santacruz, Mila ==> 7.01919340541e-05
Atlam, El-Sayed ==> 1.71932462428e-05
Hamon, Olivier ==> 5.00746836028e-05
Omi, Yoshie ==> 2.01695293888e-05
Li, Bin ==> 1.94227285873e-05
Sherman, Melissa ==> 2.04769827016e-05
Grishman, Ralph ==> 0.00264284050143
Nagata, Masaaki ==> 0.000491849300884
Levin, Lori S. ==> 0.000495544299192
Adda, Gilles ==> 6.15320728859e-05
Sangster, Barbara C. ==> 1.60099161892e-05
Abney, Steven P. ==> 0.000744557182346
Shinnou, Hiroyuki ==> 0.000113399225174
Gdaniec, Claudia ==> 0.000203805358289
Seide, Frank ==> 4.74960367171e-05
Dungca, Gary ==> 4.06158887725e-05
Turner-Maier, Jason ==> 2.41632873922e-05
Davel, Marelie ==> 0.000111768075658
Brunet-Manquat, Francis ==> 5.74826919385e-05
Murray-Rust, Peter ==> 3.3304299921e-05
Ter Doest, Hugo ==> 1.86403050671e-05
Gorz, Gunther ==> 5.36323539093e-05
Marrafa, Palmira ==> 3.75292241625e-05
Zillner, Sonja ==> 2.25340870839e-05
Dingare, Shipra ==> 5.52882077604e-05
Rääbis, Andriela ==> 3.39127590485e-05
Favareto, Chiara ==> 1.72576595831e-05
Son, Rob van ==> 2.31540593442e-05
Xu, Hongzhi ==> 3.11020251451e-05
Li, Xiaoge ==> 5.18494672241e-05
Bouaud, Jacques ==> 3.67484203789e-05
Liu, Hongfang ==> 1.59633326082e-05
Itou, Katunobu ==> 3.26973829835e-05
Boitet, Christian ==> 0.000457467032192
Xin, Chengsheng ==> 2.01898876234e-05
Akamine, Susumu ==> 8.68755667836e-05
Dickerson, Jonathan ==> 1.84065256554e-05
Gonz&#225;lez, Jorge ==> 1.66724516152e-05
Strayer, Susan E. ==> 4.70054565044e-05
Naroua, Harouna ==> 0.000100260677762
Baldridge, Jason ==> 0.00054714317225
Bolohan, Orest ==> 4.73804568072e-05
Schmeier, Sven ==> 8.73035140049e-05
Jin, Yaohong ==> 2.70071309555e-05
Chen, Huowang ==> 3.21198786169e-05
Felshin, Sue ==> 2.23860882849e-05
Lipshutz, Mark ==> 4.09395636467e-05
Rui-Yu, Ni ==> 2.60443205935e-05
Streiter, Oliver ==> 3.59685211287e-05
Hassan, Hany ==> 0.00043810647649
Snow, Rion ==> 0.000237405644825
Ittycheriah, Abraham ==> 0.000676271656812
Varma, Vasudeva ==> 5.73203155601e-05
Newman, P. S. ==> 0.000116687191816
Rigau, German ==> 0.000774639685993
Wan, Ru ==> 2.78790903409e-05
Bel, Nuria ==> 5.37110048027e-05
Paukkeri, Mari-Sanna ==> 1.80520970329e-05
Nichols, Carol ==> 2.95325297106e-05
Atserias, Jordi ==> 0.000131538908382
Flickinger, Dan ==> 2.1979202427e-05
Wang, Qin Iris ==> 0.000216146635905
Langsam, Yedidyah ==> 1.8037031891e-05
Hartmann, Katharina ==> 1.93728596673e-05
Hayakawa, Daichi ==> 3.23999898698e-05
Sinclair, Gail ==> 0.000123488790603
Lowery, Kirk ==> 1.59096293132e-05
Baker, Rachel ==> 3.04846325012e-05
Levin, Dimitry ==> 3.31422135933e-05
Jones, Michael P. ==> 3.65431285668e-05
Merten, Stefan ==> 0.000100853638985
Schless, Volker ==> 3.44404574733e-05
Wang, Patrick ==> 2.99156213619e-05
Neuvel, Sylvain ==> 3.48022096768e-05
Macleod, Catherine ==> 0.000449914493364
Xu, Mingxing ==> 1.98475298973e-05
Furgori, Teiji ==> 6.16779231477e-05
Sun, Qi ==> 2.39005414437e-05
Kanamaru, Toshiyuki ==> 5.02234283537e-05
Lu, Bao-Liang ==> 1.8963865115e-05
Keson, Britt ==> 2.16510051179e-05
Kumagai, T. ==> 3.21096491293e-05
Desalle, Yann ==> 1.79141357363e-05
Araki, Kenji ==> 0.000117317053655
Igo, Sean ==> 4.54351986313e-05
Goutte, Cyril ==> 0.000182153539898
Lee, Do-Gil ==> 6.46327916212e-05
Van de Peer, Yves ==> 1.79798649481e-05
Husain, Samar ==> 8.73549909423e-05
Zhang, Meng ==> 5.01132611867e-05
Jones, Craig ==> 2.48488092338e-05
Yin, Ling ==> 3.73794868126e-05
Holm, Jenny ==> 4.38800899254e-05
Pullum, Geoffrey K. ==> 0.000186511797582
King, Jonathan ==> 4.08654136983e-05
Chao, Wen-Han ==> 2.13400550517e-05
Ishioka, Tsunenori ==> 2.76820454184e-05
Elhadad, No&#233;mie ==> 2.72880436563e-05
Arens, Roman G. ==> 2.57545922844e-05
Price, W. L. ==> 6.95742833726e-05
Gonzalez, Hector ==> 3.73503260728e-05
Washtell, Justin ==> 4.31290997446e-05
Saint-Dizier, Patrick ==> 0.00016796162911
Chen, Zheng ==> 4.96923750713e-05
Reichert, Juergen ==> 3.20859676104e-05
Silk, Barry ==> 4.1528081496e-05
Tovena, Lucia M. ==> 2.91813167602e-05
Mehay, Dennis ==> 9.90603470566e-05
Ziegenhain, Ute ==> 8.42624725923e-05
Dolan, William B. ==> 0.000613961268688
Brooks, David J. ==> 1.61318918016e-05
Van Landeghem, Sofie ==> 1.79798649481e-05
Fourla, Athanassia ==> 2.40531788197e-05
Van Erp, Marieke ==> 2.29395635707e-05
Uszkoreit, Jakob ==> 7.75518759013e-05
Heylen, Kris ==> 2.57833075524e-05
Kempen, Gerard ==> 5.28051132412e-05
Ferrandez, Antonio ==> 0.000152750812208
Munoz, Marcia ==> 7.05701123526e-05
Deoskar, Tejaswini ==> 6.26201086493e-05
McCrohon, Luke ==> 1.77653320417e-05
Mitamura, K. ==> 3.66247654752e-05
Auer, John ==> 4.09345995285e-05
Bamberg, Paul ==> 0.000172688037178
Golding, Andrew ==> 0.000166397505765
Bastin, V. ==> 2.62388881438e-05
Schiaffino, Robert ==> 1.86834254169e-05
Godbole, Shantanu ==> 1.80612791174e-05
Klein, Judith ==> 0.000129002422406
Tuggle, Francis D. ==> 1.75462532713e-05
Calderone, Basilio ==> 2.87211004263e-05
Oved, Iris ==> 2.16148134516e-05
Engelberg, Klaus-Jurgen ==> 2.71111850479e-05
Simpson, Matthew ==> 2.465502021e-05
Lertnattee, Verayuth ==> 1.86834254169e-05
Boisen, Sean ==> 0.0004454686187
Zanoli, Roberto ==> 2.83880709519e-05
Fitzgerald, Erin ==> 0.000128599738257
Hull, Jonathan J. ==> 3.38409807128e-05
Grabar, Natalia ==> 3.31591035424e-05
Belkin, Mikhail ==> 3.09755356121e-05
Bechet, Denis ==> 8.21284275288e-05
Gomez, Fernando ==> 0.000134523827986
Vrbova, Jarka ==> 6.23644275217e-05
Doan-Nguyen, Hai ==> 8.36043356608e-05
Gómez-Pérez, Asunción ==> 1.61905935749e-05
Broda, Bartosz ==> 3.86330491702e-05
Mirkovic, Danilo ==> 1.95018799696e-05
Kuroda, Kow ==> 5.82089566935e-05
Mamede, Nuno ==> 5.24530062017e-05
Reeker, Larry H. ==> 5.30526841428e-05
Panton, Kathy ==> 2.68638759651e-05
Maurel, Denis ==> 1.83036100804e-05
Kucera, Ondrej ==> 1.73926232602e-05
Gao, Jiang ==> 1.75502966454e-05
Lehnert, Wendy G. ==> 0.000304501234618
Blois, Marsden S. ==> 0.000109972538286
Hirschman, Lynette ==> 0.00173813575791
Akiba, Yasuhiro ==> 9.61996125228e-05
Ellis, Dan ==> 3.52090809668e-05
Kleeman, Alex ==> 6.06028916661e-05
Ney, Hermann ==> 0.00456354770574
Antoine, Jean-Yves ==> 3.49474061689e-05
Kato, Shuhei ==> 4.36714500415e-05
Stede, Manfred ==> 0.000257959857127
Demko, Michael ==> 2.44372453527e-05
Nakashima, Hideyuki ==> 3.70413411807e-05
Sedelow Jr., Walter A. ==> 1.7484758082e-05
Magnini, Bernardo ==> 0.000366815265959
Morgan, William T. ==> 7.65388631937e-05
Cullingford, R. E. ==> 2.74502354302e-05
Tomokiyo, Takashi ==> 3.06246065813e-05
Cucerzan, Silviu ==> 0.00039072967043
Fox, Lynne ==> 7.47842704331e-05
Op Den Akker, Rieks ==> 5.55831694695e-05
Guillaume, Bruno ==> 5.64449626577e-05
Caywood, Matthew ==> 3.16662433757e-05
Pan, Yi ==> 2.7497649834e-05
Oliver, Antoni ==> 1.97624941299e-05
Prosser, Charles ==> 2.7749004382e-05
Feng, Lijun ==> 2.72880436563e-05
Veress, Fruzsina ==> 2.61629637152e-05
Uchida, Kazami ==> 2.83075976456e-05
Schlaefer, Nico ==> 2.23874991124e-05
Barnden, John ==> 4.59503209258e-05
Orloff, Jeremy ==> 3.39345316339e-05
Steves, Michelle ==> 2.60793155132e-05
Tutiya, S. ==> 3.21096491293e-05
Takuma, Daisuke ==> 3.18571985042e-05
Chen, Stanley F. ==> 0.000311154395245
Deodhare, Dipti ==> 2.54865911065e-05
Altmayer, Anne ==> 2.22497756955e-05
Choi, Freddy Y. Y. ==> 0.000242567504775
Parton, Kristen ==> 4.67904678679e-05
Cai, Dongfeng ==> 2.01237041747e-05
Georgiev, Georgi ==> 2.12808592948e-05
Foo, Shou King ==> 5.01542159328e-05
Petroff, Ivan ==> 2.27543243947e-05
Nomura, Hirosato ==> 0.000109361978747
Wu, Yiching ==> 2.20240523231e-05
Bourguignon, C. ==> 3.79899852368e-05
Olsson, Fredrik ==> 0.000136914227437
Kugler, Marianne ==> 4.56182193689e-05
Leinonen, Therese ==> 2.48004173937e-05
Bas, Johan ==> 1.72267680398e-05
Reynaert, Martin ==> 6.67673770885e-05
Castelli, Margherita ==> 2.65680591964e-05
Eastman, C. M. ==> 3.30300255732e-05
Schmelzenbach, Mark ==> 8.49494160749e-05
Jobbins, Amanda C. ==> 4.34657813217e-05
Carberry, Sandra ==> 0.000657145057442
Rentzepopoulos, Panagiotis A. ==> 2.18422619478e-05
