Ucoluk, Gokturk ==> 2.56494208494e-05
Bolohan, Orest ==> 4.02285514686e-05
Schmeier, Sven ==> 6.71088894992e-05
Jin, Yaohong ==> 2.33202206501e-05
Bj&ouml;rkelund, Anders ==> 5.04942472067e-05
Chen, Huowang ==> 2.50583649024e-05
Felshin, Sue ==> 1.82943121608e-05
Lipshutz, Mark ==> 3.26251658245e-05
Rui-Yu, Ni ==> 2.08486611192e-05
Streiter, Oliver ==> 2.79826831999e-05
Hassan, Hany ==> 0.000353294759926
Ben Aharon, Roni ==> 3.51160934099e-05
Snow, Rion ==> 0.00044744038601
Ittycheriah, Abraham ==> 0.000662897418026
Varma, Vasudeva ==> 5.48767299165e-05
Gonzalez, Antonio ==> 1.90326117138e-05
Newman, P. S. ==> 8.82563375178e-05
Rigau, German ==> 0.000621579534276
Wan, Ru ==> 2.23462663994e-05
Pease, Adam ==> 7.93610663526e-05
Paukkeri, Mari-Sanna ==> 3.03404334467e-05
Nichols, Carol ==> 2.33101562396e-05
Atserias, Jordi ==> 0.000109006885685
Wang, Qin Iris ==> 0.000167488700465
Rous, Joep ==> 2.86503157388e-05
Hartmann, Katharina ==> 1.54575978189e-05
Rossi, Riccardo ==> 3.49312183138e-05
Robledo-Arnuncio, Enrique ==> 2.63092441047e-05
Song, Yang ==> 4.37776486966e-05
Hayakawa, Daichi ==> 2.61310810657e-05
Sinclair, Gail ==> 9.6102623707e-05
Cadilhac, Anais ==> 2.59651783168e-05
Lowery, Kirk ==> 1.36680008727e-05
Baker, Rachel ==> 2.3535788257e-05
Levin, Dimitry ==> 3.48764066312e-05
Bui, Trung H. ==> 4.57778418723e-05
Ramakrishnan A., Ananth ==> 2.17480364081e-05
Correia, Anabela ==> 2.57124735473e-05
&Scedil;tef&#x103;nescu, Dan ==> 7.59955865924e-05
Merten, Stefan ==> 7.81216742601e-05
Schless, Volker ==> 2.57233216352e-05
Luo, Yanyan ==> 2.67129860898e-05
Wang, Patrick ==> 2.22094278723e-05
Neuvel, Sylvain ==> 2.74400455689e-05
Macleod, Catherine ==> 0.000356658538634
Xu, Mingxing ==> 1.95844072285e-05
Hancock, Jeffrey T. ==> 2.45614112058e-05
Gao, Jian ==> 1.80987648579e-05
Sun, Qi ==> 2.29456823191e-05
Kanamaru, Toshiyuki ==> 3.9005020781e-05
Lu, Bao-Liang ==> 6.42654916944e-05
Keson, Britt ==> 1.83378427794e-05
Kumagai, T. ==> 2.62158699529e-05
Desalle, Yann ==> 2.45064692939e-05
Araki, Kenji ==> 0.000105014533669
Webb-Robertson, Bobbie-Jo ==> 4.32580354449e-05
Igo, Sean ==> 3.71815348309e-05
Goutte, Cyril ==> 0.000183571192693
Lee, Do-Gil ==> 5.04077305805e-05
Van de Peer, Yves ==> 7.68983498272e-05
Husain, Samar ==> 0.000183856566219
Zhang, Meng ==> 3.72191339879e-05
Jones, Craig ==> 2.04413428986e-05
Hoffman, Beryl ==> 6.62535409472e-05
Holm, Jenny ==> 3.19320434383e-05
Xue, Huichao ==> 4.68131060718e-05
Pullum, Geoffrey K. ==> 0.000153667589264
King, Jonathan ==> 3.31048330377e-05
Balderas Posada, Carlos ==> 1.70833539298e-05
Chao, Wen-Han ==> 1.73060734942e-05
Ishioka, Tsunenori ==> 2.21138869863e-05
Arens, Roman G. ==> 2.1137944156e-05
Price, W. L. ==> 6.03133885838e-05
Gonzalez, Hector ==> 3.00390059315e-05
Navratil, Jiri ==> 8.70709276517e-05
op den Akker, Rieks ==> 6.26212495437e-05
Washtell, Justin ==> 4.42714388354e-05
Saint-Dizier, Patrick ==> 0.000129600355179
Sugiyama, Kazunari ==> 1.91863775034e-05
Reichert, Juergen ==> 2.3484527445e-05
Friberg Heppin, Karin ==> 1.46150202732e-05
Silk, Barry ==> 3.49419824267e-05
Tovena, Lucia M. ==> 2.36249119075e-05
Mehay, Dennis ==> 0.000122851347058
Ziegenhain, Ute ==> 7.28484934595e-05
Dolan, William B. ==> 0.000707418075765
Chan, Erwin ==> 4.01334784155e-05
Albayrak, Sahin ==> 2.46815796834e-05
Fourla, Athanassia ==> 2.06116279023e-05
Makimoto, Shimpei ==> 2.05219021473e-05
Chen, Yi-Jun ==> 3.94296242169e-05
Uszkoreit, Jakob ==> 0.000180619868626
Viveiros, M&aacute;cio Freitas ==> 2.04191907035e-05
Heylen, Kris ==> 2.61099645982e-05
Kempen, Gerard ==> 5.95991650087e-05
Ferrandez, Antonio ==> 0.000111770596583
Munoz, Marcia ==> 5.38829997763e-05
Deoskar, Tejaswini ==> 4.63528163566e-05
McCrohon, Luke ==> 1.49637150367e-05
Mitamura, K. ==> 3.05422402326e-05
Auer, John ==> 3.19886716707e-05
Bamberg, Paul ==> 0.000139170460907
Golding, Andrew ==> 0.000111899548251
Bastin, V. ==> 2.13165378024e-05
Schiaffino, Robert ==> 1.58648681471e-05
Godbole, Shantanu ==> 1.51672543605e-05
Klein, Judith ==> 9.93443254477e-05
Tuggle, Francis D. ==> 1.49713009291e-05
Ortiz-Mart&iacute;nez, Daniel ==> 0.000103714958985
Calderone, Basilio ==> 2.32510412844e-05
Oved, Iris ==> 1.77791283172e-05
Engelberg, Klaus-Jurgen ==> 2.32820874912e-05
Maedche, Alexander ==> 2.47247944003e-05
Simpson, Matthew ==> 1.94364269436e-05
Lertnattee, Verayuth ==> 1.58648681471e-05
Boisen, Sean ==> 0.000332618404236
Zanoli, Roberto ==> 3.7413476247e-05
Fitzgerald, Erin ==> 0.000112064314179
Hull, Jonathan J. ==> 2.86835871785e-05
Green, Spence ==> 0.000126496286813
Grabar, Natalia ==> 2.8866679709e-05
Belkin, Mikhail ==> 2.99653244062e-05
Jindal, Karan ==> 3.39940429063e-05
R., Vijayakrishna ==> 2.00657440067e-05
Damani, Om P. ==> 3.47507621566e-05
Gomez, Fernando ==> 0.000132775055127
Vrbova, Jarka ==> 5.02393646586e-05
Doan-Nguyen, Hai ==> 5.53049414339e-05
Martins de Matos, David ==> 2.3362683222e-05
Castelli, Vittorio ==> 2.19888023994e-05
Broda, Bartosz ==> 3.01512490479e-05
Mirkovic, Danilo ==> 1.63771935029e-05
Kucerova, Ivona ==> 0.000258713820334
Mamede, Nuno ==> 3.98805246061e-05
Bessi&egrave;res, Philippe ==> 5.44446467013e-05
Costa-Juss&agrave;, Marta Ruiz ==> 0.000243798538092
Villiers, Jacques de ==> 5.7308743953e-05
Reeker, Larry H. ==> 4.5459160584e-05
Panton, Kathy ==> 2.15589126058e-05
McInnes, Bridget T. ==> 6.61747158755e-05
Maurel, Denis ==> 2.14086798846e-05
Abdul Kadir, Rabiah ==> 1.83220216025e-05
Gao, Jiang ==> 1.47833076195e-05
Yang, Yaqin ==> 5.95064904629e-05
Lehnert, Wendy G. ==> 0.000223207839546
Blois, Marsden S. ==> 9.532163873e-05
Hirschman, Lynette ==> 0.00134799803803
Jia, Yuxiang ==> 1.45280691851e-05
Akiba, Yasuhiro ==> 7.12486893879e-05
Ellis, Dan ==> 2.92815773137e-05
Kleeman, Alex ==> 7.09561965308e-05
Boruta, Luc ==> 2.53225756757e-05
Ney, Hermann ==> 0.00429970389541
Antoine, Jean-Yves ==> 4.57316802687e-05
Kato, Shuhei ==> 3.43067012403e-05
Stede, Manfred ==> 0.000196058329778
Tian, Mingjun ==> 3.00929626289e-05
Demko, Michael ==> 2.00664922448e-05
Nakashima, Hideyuki ==> 3.19300286431e-05
Vishnu, P. ==> 1.39555962255e-05
Magnini, Bernardo ==> 0.000338304047617
Morgan, William T. ==> 5.65909737433e-05
Cullingford, R. E. ==> 2.33651807822e-05
Bazillon, Thierry ==> 1.39657020499e-05
Thielman, C. Y. ==> 2.82249912237e-05
Cucerzan, Silviu ==> 0.000367436373751
Li, Siming ==> 3.23097800045e-05
Fox, Lynne ==> 6.01470104347e-05
Guillaume, Bruno ==> 5.10389017211e-05
Caywood, Matthew ==> 2.52760331064e-05
Pan, Yi ==> 2.51789748234e-05
Oliver, Antoni ==> 2.34059575328e-05
Prosser, Charles ==> 2.13810224248e-05
Feng, Lijun ==> 5.17396032436e-05
Li, Jinji ==> 7.49307470591e-05
Veress, Fruzsina ==> 2.09126965306e-05
Uchida, Kazami ==> 2.30682916017e-05
Huang, Wenyi ==> 3.11848540103e-05
Schlaefer, Nico ==> 1.81986781458e-05
Bienenstock, Elie ==> 5.23448290033e-05
Orloff, Jeremy ==> 2.82720265792e-05
Steves, Michelle ==> 2.07304021288e-05
Tutiya, S. ==> 2.62158699529e-05
Takuma, Daisuke ==> 2.45965777492e-05
Chen, Stanley F. ==> 0.000288824078248
Mousser, Jaouad ==> 1.58378899655e-05
Deodhare, Dipti ==> 2.08582682581e-05
Altmayer, Anne ==> 1.72838022278e-05
Choi, Freddy Y. Y. ==> 0.000196022068781
Goth, Julius ==> 2.6367917396e-05
Bendersky, Michael ==> 3.36805152748e-05
Parton, Kristen ==> 0.000107821300712
Cai, Dongfeng ==> 4.08381502801e-05
Georgiev, Georgi ==> 1.73872710355e-05
Foo, Shou King ==> 4.5577977677e-05
Petroff, Ivan ==> 1.84967276048e-05
Nomura, Hirosato ==> 8.78285532613e-05
Wu, Yiching ==> 1.78873254142e-05
Venkatesan, Ramarathnam ==> 1.51320052682e-05
Bourguignon, C. ==> 3.23574823717e-05
Olsson, Fredrik ==> 9.78836509734e-05
Kugler, Marianne ==> 3.77938371563e-05
Leinonen, Therese ==> 2.36063120738e-05
Reynaert, Martin ==> 4.89103898985e-05
Caines, Andrew ==> 1.75320377489e-05
Castelli, Margherita ==> 2.28837207173e-05
Eastman, C. M. ==> 2.67953535608e-05
Cazenave, Tristan ==> 6.69609474082e-05
Schmelzenbach, Mark ==> 6.55973747573e-05
Jobbins, Amanda C. ==> 2.54659898117e-05
Carberry, Sandra ==> 0.000578507062846
Rentzepopoulos, Panagiotis A. ==> 1.76684166071e-05
Murphy, Tara ==> 4.45211340393e-05
Nayan, Animesh ==> 1.56166289107e-05
Vasishth, Shravan ==> 3.65844817124e-05
Jimeno Yepes, Antonio ==> 1.54120087645e-05
Wei, Zhongyu ==> 3.96579296729e-05
Radul, Alexey ==> 2.01457597257e-05
Wakita, Yumi ==> 4.24655611657e-05
Axelrod, Amittai ==> 5.54737796069e-05
Umemura, Kyoji ==> 7.20701962846e-05
Goetz, Philip ==> 3.41536199647e-05
Valdisoo, Maret ==> 2.70606773616e-05
Takamura, Hiroya ==> 0.000235830821437
Cahill, Lynne J. ==> 0.000134826435447
Chen, Bin ==> 3.24549044228e-05
Thornton, Wren N. G. ==> 0.000123903583923
Novotny, Jakub ==> 1.92431492176e-05
Brietzmann, Astrid ==> 2.65452762096e-05
Sanfilippo, Antonio ==> 0.000126473401891
Bai, Ming-Hong ==> 7.42003786884e-05
Schroeder, Leah ==> 1.8403934006e-05
Pallett, David S. ==> 0.00056220985158
Mahapatra, Lipta ==> 2.013067398e-05
Brenier, Jason M. ==> 7.45296967814e-05
Tapias, Daniel ==> 1.45252638767e-05
Gong, Zhengxian ==> 3.55240955269e-05
Richey, Colleen ==> 2.58261936014e-05
Xu, Kui ==> 4.18804382889e-05
Noth, Elmar ==> 1.67498868756e-05
Boesefeldt, Katharina ==> 4.36254111716e-05
Pugeault, Florence ==> 1.88143309269e-05
Ott, Myle ==> 2.45614112058e-05
Villata, Serena ==> 1.88896769616e-05
Hsu, Bo-June (Paul) ==> 5.99995827262e-05
Guinn, Curry I. ==> 5.03913694156e-05
Thiel, Manfred ==> 2.84702060704e-05
Chua, Tat-Seng ==> 0.000295641758558
Matessa, Mike ==> 2.97768267986e-05
Shikano, Kiyohiro ==> 2.1565133222e-05
Jones, Bevan K. ==> 2.29021732975e-05
Bias, Gabriel G. ==> 2.05589203506e-05
Beaufort, Richard ==> 3.21932707823e-05
Van Wyk, Curt ==> 4.62009340658e-05
Su, Yanxia ==> 2.33968561547e-05
Schmid, Helmut ==> 0.000395192725296
Kucera, Henry ==> 1.44325643069e-05
Guo, Yufan ==> 6.07614874509e-05
Montero, Calkin S. ==> 1.41378721624e-05
Shore, Jane ==> 1.54664319849e-05
Grau Puerto, Sergio ==> 2.10165025577e-05
Lebani, Gianluca E. ==> 2.65402793164e-05
Smola, Alex ==> 1.83400742376e-05
Scott, Sam ==> 2.10958866144e-05
Gorman, James ==> 8.28523800599e-05
Bensaid, Amine ==> 1.97902433042e-05
Grigoriev, Nikolai ==> 1.73005629131e-05
Parikh, Prashant ==> 2.2120802799e-05
Hasler, Laura ==> 4.77708834324e-05
Deprez, F. ==> 3.82299609864e-05
Inutsuka, Yusuke ==> 3.52905987356e-05
Fazly, Afsaneh ==> 0.000198480527662
Pazienza, Maria Teresa ==> 0.000340612243067
Shaw, Richard ==> 1.49144246003e-05
Schmidt, Hauke ==> 2.94566638368e-05
Aranovich, Roberto ==> 3.47036882321e-05
Fukumochi, Yoji ==> 1.91385831166e-05
Nakagawa, Tetsuji ==> 0.00021813735807
Horiguchi, Susumu ==> 2.23761812584e-05
Hewavitharana, Sanjika ==> 9.35707204845e-05
White, John S. ==> 5.8116647647e-05
Bhandari, Harendra ==> 1.74652249443e-05
Osenova, Petya ==> 4.15824966817e-05
Nguyen, Luan ==> 2.23597589769e-05
Agarwal, Rajeev ==> 7.44522471843e-05
Tanaka, Hideki ==> 0.000185229255651
Gaylord, Nicholas ==> 2.85170910706e-05
Moreno-Sandoval, Antonio ==> 4.26151652629e-05
Kim, Min-Jeong ==> 2.53174462004e-05
Weir, Carl ==> 0.00012875691623
Cheng, Weiwei ==> 1.51097374942e-05
Alvarez, Amaury ==> 2.66840147898e-05
Collins-Thompson, Kevyn ==> 0.000126704552703
Leong, Ka Seng ==> 1.61730940612e-05
Fallucchi, Francesca ==> 4.2873004405e-05
Lim, Joon-Ho ==> 2.4175940689e-05
Kese, Ralf ==> 4.44962481776e-05
Engelken, Henriette ==> 1.51465905885e-05
Shi, Zhongmin ==> 4.16160070081e-05
Waller, Annalu ==> 5.23926954101e-05
Goldberg, Yoav ==> 0.000400507632423
Utsumi, Akira ==> 2.12044235759e-05
Ivanova, Kremena ==> 1.67032579396e-05
Sofkova Hashemi, Sylvana ==> 2.49010646717e-05
Bansleben, Erik ==> 4.16308139937e-05
Ji, Shihao ==> 2.33350786944e-05
Ru, Liyun ==> 3.58628798478e-05
Riloff, Ellen ==> 0.00140371662236
Hajdinjak, Melita ==> 2.77525072937e-05
Sokolova, Lena ==> 1.9700580866e-05
Ho, ChukFong ==> 1.83220216025e-05
Nisimura, Hirohiko ==> 2.19368512952e-05
Punyakanok, Vasin ==> 0.000309439856533
Verspoor, Cornelia Maria ==> 4.38010086659e-05
Jiang, Huixing ==> 3.32986864124e-05
Schwartz, Roy ==> 5.78036757729e-05
Hoffmann, Paul ==> 0.000375552509866
Li, Cong ==> 9.34971322274e-05
Moisl, Hermann ==> 1.45236008912e-05
Waibel, Alex ==> 0.000554389882078
Devillers, Laurence ==> 2.4320252946e-05
Bontas, Elena Paslaru ==> 1.6070735624e-05
Priya, Ritwik ==> 2.64578844949e-05
Ahmed, Syed Toufeeq ==> 2.29672734442e-05
Llido, Paul ==> 1.85527070085e-05
Wood, Mary McGee ==> 0.000106884192051
Roche, Mathieu ==> 1.91637724666e-05
P&ouml;ll&auml;, Matti ==> 2.20751813955e-05
Boguslavsky, Igor ==> 6.93249203058e-05
Kurz, Daniela ==> 2.20129908382e-05
Rey, Jean-Francois ==> 1.51824392312e-05
Nagata, Junji ==> 4.02542694016e-05
Gim&eacute;nez, Jes&uacute;s ==> 0.00033804135786
HaCohen-Kerner, Yaakov ==> 2.85424961783e-05
Echihabi, Abdessamad ==> 0.00035189970393
Abdul-Mageed, Muhammad ==> 4.45582775935e-05
Lee, Young-Jik ==> 1.56498900296e-05
He, Zhongjun ==> 0.000125311818122
Morey, Mathieu ==> 2.32329265407e-05
Shao, Li ==> 5.65085334044e-05
Ingersoll, Grant ==> 1.4798837695e-05
Villarejo, Luis ==> 5.61624540512e-05
Muto, Yukiyoshi ==> 1.83397113547e-05
Staab, Steffen ==> 3.96389449709e-05
Odell, J. J. ==> 5.54331164522e-05
Teyssier, Marc ==> 5.32764771547e-05
Slocum, Jonathan ==> 0.000398868928646
Nguyen, Huong Thao ==> 2.26999458637e-05
Reid, James ==> 1.53202633472e-05
Laurian, Anne-Marie ==> 1.72041750198e-05
Murthi, Vijay ==> 1.72883557365e-05
Prasad, Rashmi ==> 0.00037606209328
Sutton, Stephen ==> 2.45355001938e-05
Kapah, Oren ==> 2.84910300643e-05
Paducheva, Elena V. ==> 6.50502761758e-05
Hao, Changling ==> 3.08238643666e-05
Bayer, Samuel ==> 3.80936196523e-05
Bhardwaj, Vikas ==> 4.28595673335e-05
Ericsson, Stina ==> 3.86388744451e-05
Moudenc, Thierry ==> 3.22500825202e-05
Boullier, Pierre ==> 0.000111356596984
Song, Xinying ==> 4.14219463018e-05
Isozaki, Hideki ==> 0.000710192018182
Yoshinaga, Naoki ==> 0.000143010931795
Crookston, Ian ==> 2.49142665703e-05
Lecorv&eacute;, Gw&eacute;nol&eacute; ==> 1.39118289738e-05
Hoag, Linda ==> 4.04008205866e-05
Duffy, Nigel ==> 0.00014415975712
Bean, David L. ==> 7.54484655112e-05
Allaria, Gianluca ==> 4.28517505995e-05
Haas, Norman ==> 2.66788855557e-05
Yeh, Kevin C. ==> 1.50634273812e-05
Moran, Steven ==> 3.3186951547e-05
Arizmendi, Iker ==> 3.3341990216e-05
Xia, Xuanyin ==> 1.41151965622e-05
McEntee, Tom ==> 1.59176245556e-05
Shen, Jianping ==> 2.8009128944e-05
Liu, Zhao ==> 2.4002143537e-05
Ku, Wei ==> 8.69631135932e-05
Saon, G. ==> 1.67348901729e-05
Panevova, Jarmila ==> 4.75816265311e-05
Stone, Matthew ==> 0.000373130780012
Obermeier, Klaus K. ==> 1.40701397776e-05
Liu, Xingkun ==> 7.36643915214e-05
Michalak, Phillip ==> 3.24640026288e-05
Bestgen, Yves ==> 4.32541153029e-05
Srivastava, Ankit Kumar ==> 3.40374124121e-05
Rosenfeld, Roni ==> 0.000145351866723
Schulz, Klaus U. ==> 4.40385354887e-05
Brent, Michael R. ==> 0.000277327939098
Wu, Ke ==> 1.5881515635e-05
Maldavsky, David ==> 1.8865498452e-05
Liekens, Anthony ==> 4.41116103794e-05
Boberg, Jorma ==> 3.51900249928e-05
Saito, Teruka ==> 5.84781901182e-05
Childs, Lois C. ==> 2.1454332475e-05
Mauser, Arne ==> 0.000140172257703
Xu, Ruifeng ==> 6.82668822016e-05
Eisenstein, Jacob ==> 0.000291739139395
Mazaudon, Martine ==> 3.89281417296e-05
Ma, Xiaojuan ==> 2.36746046134e-05
Roth, Robert ==> 0.000176175293477
Lenin, James A. ==> 2.57166601421e-05
Hamp, Birgit ==> 8.1490343036e-05
Hakkani-T&uuml;r, Dilek ==> 0.00023318299252
Meng, Fandong ==> 2.75218885634e-05
Love, Douglas ==> 2.03336230545e-05
Iwanska, Lucja M. ==> 7.23950286861e-05
Zhao, Xin ==> 3.63054381469e-05
Kaji, Hiroyuki ==> 0.000212754219767
Charoenporn, Thatsanee ==> 0.000108169483783
Debole, Franca ==> 1.49652970165e-05
Wagacha, Peter Waiganjo ==> 1.46529893426e-05
Lee, Hodong ==> 3.30002862389e-05
Uematsu, Sumire ==> 3.22338130906e-05
Huang, Xiuming ==> 7.01609738804e-05
Zollo, Teresa ==> 1.39657020499e-05
Venkatasubramanian, Suresh ==> 9.74248347237e-05
Mochihashi, Daichi ==> 4.83610277985e-05
Quimby, Rob ==> 2.37335697523e-05
Lebowitz, Michael ==> 5.69262641393e-05
Gyimothy, Tibor ==> 8.47747846523e-05
Alexandrov, Theodore ==> 2.69906607837e-05
Renders, Jean-Michel ==> 6.02451317125e-05
Hovy, Dirk ==> 0.000104034970642
Pruett, Nancy J. ==> 1.42778460284e-05
Schulz, Stefan ==> 3.58952468489e-05
Cai, Shu ==> 3.8461504556e-05
Wang, Yu ==> 3.1789026525e-05
Min, Jinming ==> 6.09849992148e-05
Kiso, Tetsuo ==> 4.0106140441e-05
Beermann, Dorothee ==> 1.42334104937e-05
Mintz, Mike ==> 9.1433005949e-05
Hawker, Tobias ==> 1.97630831146e-05
Drewes, Frank ==> 1.46862704537e-05
Horak, Ales ==> 1.64577491955e-05
Rouaix, Francois ==> 1.54268857061e-05
Alemu Argaw, Atelach ==> 3.6658399227e-05
Horiuchi, Takashi ==> 3.53473819411e-05
Vogel, Adam ==> 2.29842241891e-05
Mitchell, Alexis ==> 1.58194276709e-05
Yates, D. M. ==> 0.000166674329773
Hysom, David ==> 4.39615961741e-05
Ueda, Naonori ==> 2.55015426613e-05
Iomdin, Leonid ==> 6.6799583254e-05
Farreres, Xavier ==> 4.82888664891e-05
Breimyer, Paul ==> 2.65168833092e-05
Ginsparg, Jerrold M. ==> 7.14185326503e-05
Knight, Kevin ==> 0.00317995410409
Evans, Chris ==> 1.9932230561e-05
Podvesky, Petr ==> 1.58926216397e-05
Foo, Jody ==> 3.74248513198e-05
Li, Hao ==> 3.436565486e-05
Navarro, Emmanuel ==> 1.48775658252e-05
Marinov, Svetoslav ==> 0.000122215274813
Nirenburg, Irene B. ==> 7.77833292132e-05
Tintarev, Nava ==> 2.83241519645e-05
Burroughs, Michelle ==> 3.48652027867e-05
Duvert, Fr&eacute;d&eacute;ric ==> 1.51338764009e-05
Koontz-Garboden, Andrew ==> 2.31013323891e-05
Kanejiya, Dharmendra ==> 2.21642461646e-05
Saikh, Tanik ==> 3.29027222004e-05
Ninomiya, Takashi ==> 0.000280351077175
Patten, Terry ==> 1.67134548195e-05
Liu, Rey-Long ==> 5.533528165e-05
Clifford, James ==> 6.43062580904e-05
Muller, Philippe ==> 0.000125343916581
DeVault, David ==> 0.000149033331192
Agarwal, Manish ==> 2.38768539363e-05
Matthews, Eric ==> 1.76932827969e-05
Solis, Candice ==> 4.31491720527e-05
Krogh, Peter ==> 1.9956863775e-05
Staudacher, Peter ==> 2.16152983583e-05
Bryant, Barrett R. ==> 1.79366441505e-05
Beck, David ==> 2.48302567102e-05
Chiang, Tung-Hui ==> 5.6819048323e-05
Kruengkrai, Canasai ==> 7.95599243993e-05
Muischnek, Kadri ==> 2.38181604252e-05
Bowler, Margit ==> 1.39867394331e-05
Cooper, Martin C. ==> 1.69733959927e-05
Slud, Eric ==> 1.8080301149e-05
Porter, Harry H. ==> 2.5811790096e-05
Torasso, Pietro ==> 7.58269578955e-05
Gelfond, Michael ==> 1.62823903376e-05
Weikum, Gerhard ==> 5.82741086898e-05
Schossland, Sidney ==> 2.27791577607e-05
Herreros, Ivan ==> 1.68451466117e-05
Valkonen, K. ==> 5.50116936441e-05
Kim, Young-Bum ==> 4.18068381542e-05
Alishahi, Afra ==> 3.40404167959e-05
Pei, Tzusheng ==> 2.99388947506e-05
Casper, Mark ==> 3.53380544641e-05
Afify, Mohamed ==> 2.2667245146e-05
Bao, Sencheng ==> 2.07538370677e-05
Jin, Yun ==> 2.21131242855e-05
Antani, Sameer K. ==> 1.94364269436e-05
Markert, Katja ==> 0.000423534106614
Bilbro, G. ==> 2.44044051323e-05
Gao, Jianfeng ==> 0.000921776079987
Cook, Paul ==> 0.000126211265758
McKenna, Mary ==> 6.44271722389e-05
Bilotti, Matthew ==> 1.88140036021e-05
Urena-Lopez, L. Alfonso ==> 4.03198769543e-05
Guerini, Marco ==> 2.19998952854e-05
Raymond, Geoffrey ==> 1.90851664358e-05
Scarton, Carolina ==> 5.33760988819e-05
Jha, Mukund ==> 4.42485912419e-05
Bernardi, Raffaella ==> 3.50661966189e-05
&Scaron;najder, Jan ==> 1.68717262633e-05
Isotani, Ryosuke ==> 2.26990310581e-05
Glover Stalls, Bonnie ==> 0.000176524428951
Siefkes, Christian ==> 1.62267449649e-05
Masuyama, Shigeru ==> 2.91281917584e-05
Vouk, Mladen ==> 5.23360267207e-05
Gu, Chuan ==> 1.48238948568e-05
Gojenola, Koldo ==> 0.000214333772298
Giralt Duran, Joan ==> 1.77097729845e-05
Gao, Feng ==> 2.98211873119e-05
Elkateb-Gara, Faiza ==> 2.78097289427e-05
Chapman, Wendy ==> 5.26446374442e-05
Li, Jihong ==> 3.74648997825e-05
Jerome, Simon ==> 2.18483635878e-05
Lee, Chia-Ying ==> 3.09284209052e-05
Van Rullen, Tristan ==> 2.27085838759e-05
Fimbel, E. ==> 2.4543832347e-05
Laoudi, Jamal ==> 1.9489858209e-05
Shacham, Danny ==> 4.90700879078e-05
Horsfall, Heather J. ==> 4.30261256702e-05
Aker, Ahmet ==> 3.70523045715e-05
Lu, Xiaofei ==> 3.83870292008e-05
Goerz, Guenther ==> 5.3111481516e-05
Minker, Wolfgang ==> 6.93386334996e-05
Raghunathan, Badri ==> 1.63771935029e-05
Pool, Jonathan ==> 1.96490993127e-05
Jansen, Peter J. ==> 1.74595101843e-05
Vydiswaran, V. G. Vinod ==> 4.80634766478e-05
Rouhani-Kalleh, Omid ==> 2.57717832294e-05
Kirby, Simon ==> 2.74547016843e-05
Parker, Andy ==> 1.91404122073e-05
Vasireddy, Gunaranjan ==> 7.56712253814e-05
Modi, Issouf ==> 3.57368338729e-05
Vilar, Juan-Miguel ==> 9.293649658e-05
Chakrabarti, Debasri ==> 2.64578844949e-05
Real, Francis ==> 2.27725006831e-05
Matsubara, Shigeki ==> 0.000118508522039
Romero, Maribel ==> 1.92555802047e-05
Headden III, William P. ==> 0.000105059311963
Jonnalagadda, Siddhartha ==> 3.06672040239e-05
Lee, Haejoong ==> 2.57402096324e-05
Pinkham, Jessie ==> 4.49354255894e-05
Sheng, Huanye ==> 2.43101663144e-05
Karlgren, Jussi ==> 0.000148152688827
Kaki, Satoshi ==> 1.78700895538e-05
Park, Souneil ==> 3.19313081912e-05
Williams, Jason ==> 5.87489000309e-05
Tamarit, Vicent ==> 2.73679995598e-05
Broeder, Daan ==> 1.71455304477e-05
Nazarian, Angela ==> 1.45755038569e-05
Oates, Sarah Louise ==> 2.13992547479e-05
Jin, Zhen ==> 0.000117254130197
Pollack, Martha E. ==> 0.000193710876664
Ma, Ji ==> 1.41630948807e-05
Bilidas, Dimitris ==> 1.7873459196e-05
Fitzsimons, Brian ==> 3.00390059315e-05
Lin, Long-Ji ==> 2.3572104475e-05
Levy, Roger ==> 0.000196144918758
Gliozzo, Alfio Massimiliano ==> 0.00024949877113
Hu, Xiaoguang ==> 3.54004580495e-05
Sato, Yo ==> 3.02998025133e-05
Schutz, Alexander ==> 3.40319275272e-05
Doi, Kouichi ==> 2.36507912586e-05
Pyo, Changhee ==> 3.9643167013e-05
Lim, Soojong ==> 1.40528518223e-05
Liu, Shui ==> 4.85767635205e-05
Fu, Xingshang ==> 2.66571043067e-05
Audibert, Laurent ==> 2.03608740303e-05
Cohen, Robin ==> 0.000199288975478
Zhu, Jiang ==> 1.42118425748e-05
Lambert, Lynn ==> 0.000189679938635
Rodriguez, Luis ==> 2.07604408309e-05
Singh, Thoudam Doren ==> 3.59748309165e-05
Deng, Yonggang ==> 0.000190219313832
Donaway, Robert L. ==> 6.04769508965e-05
Kennedy, Brandon ==> 3.23266548641e-05
Cooper, Maggie ==> 1.50543942168e-05
Newlands, Alison ==> 1.47600043187e-05
Hernandez, Alvaro ==> 2.71095440768e-05
Kochman, Fred ==> 1.87166832736e-05
Fischer, Kerstin ==> 1.96514260063e-05
Johansson Kokkinakis, Sofie ==> 1.66296293579e-05
Puscasu, Georgiana ==> 2.32718417759e-05
Maples, Julie ==> 2.94939661114e-05
Kapadia, Sadik ==> 3.08779453326e-05
Guthrie, David ==> 6.25926132941e-05
